"","Sector","Total Economic mill dollar","Total value Added mill dollar","Employee Com mill dollar","Net Tax mill dollar","Profits mill dollar","Direct Economic mill dollar","Direct Economic","CO t","NH3 t","NOx t","PM10 t","PM2.5 t","SO2 t","VOC t","Total Energy TJ","Coal TJ","NatGase TJ","Petrol TJ","Bio/Waste TJ","NonFossElec TJ","Total t CO2e","CO2 Fossil t CO2e","CO2 Process t CO2e","CH4 t CO2e","N2O t CO2e","HFC/PFCs t CO2e","Fugitive kg","Stack kg","Total Air kg","Surface water kg","U'ground Water kg","Land kg","Offiste kg","POTW Metal kg","POTW Nonmetal kg","Water Withdrawals Kgal"
"77",213112,0.000425,2e-04,0.000134,1.4e-05,5.2e-05,0,0,0.002698,3e-06,0.002207,0.000195,0.000184,0.000389,0.000348,0.000927,0,2.2e-05,0.000857,0,4.7e-05,0.061075,0.061075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583478
"78",221100,0.029318,0.019981,0.006094,0.003523,0.010364,0.010442,35.6,0.067337,0.003187,0.485899,0.067785,0.054621,1.082028,0.004868,3.187658,2.321467,0.678891,0.112771,0,0.074537,261.525355,257.559803,0,0.708534,1.599913,1.657053,0.017392,33.321666,33.339257,0.158308,0,15.391217,3.772758,0.000718,2.7e-05,7434.31185
"79",221200,0.017332,0.005709,0.001429,0.001036,0.003245,0.007235,41.7,0.190333,4.7e-05,0.008436,0.000551,0.000498,0.002725,0.008548,0.01186,0,0.009027,0.001779,0,0.001054,6.361745,0.574419,0,5.787328,0,0,0.009441,0.016847,0.026288,0.000112,0,6.7e-05,0.006275,0,0.194243,1.194499
"80",221300,0.000374,0.000245,9.9e-05,1.8e-05,0.000127,6.7e-05,17.9,0.000823,0.000552,0.00148,0.000148,0.000101,0.001305,0.005597,0.008857,0,0.000588,0.000246,0,0.008023,1.499264,0.046528,0,1.228857,0.223881,0,8.3e-05,0,8.3e-05,1e-05,0,7.9e-05,0,0,3.7e-05,0
"81",230101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",230102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",230103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",230201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",230202,6e-05,2.8e-05,1.9e-05,0,9e-06,0,0,0.000185,0,6e-05,4.1e-05,1.5e-05,6e-06,1.8e-05,0.000112,0,1.1e-05,9.3e-05,0,8e-06,0.006846,0.006846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007911
"86",230301,0.012565,0.007212,0.006117,9.3e-05,0.001002,0.002182,17.4,0.013729,1.2e-05,0.0052,0.03734,0.004522,0.000512,0.005622,0.047485,0,0.004106,0.041877,0,0.001502,3.041421,3.041421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999859
"87",230302,0.000454,0.000193,6.1e-05,1e-06,0.000131,0,0,5e-04,0,0.000129,0.00023,3.6e-05,1.2e-05,4.8e-05,0.001302,0,0.000135,0.001139,0,2.7e-05,0.084181,0.084181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111668
"88",311111,0.98818,0.307577,0.086587,0.002051,0.218939,0.988174,100,0.155766,0.038562,0.136855,0.184847,0.138319,0.124076,0.026198,2.026312,0.071324,1.366673,0.084057,0.081155,0.423103,81.049437,81.049437,0,0,0,0,0.057292,0.050514,0.107806,12.248293,0,0.001169,0.167661,0,5.371737,5263.669233
"89",311119,0.016769,0.002354,0.001493,3.5e-05,0.000826,0.013611,81.2,0.002624,0.000673,0.002507,0.00468,0.002803,0.002924,0.00115,0.032058,0.001126,0.021478,0.001451,0.001297,0.006705,1.283551,1.283551,0,0,0,0,0.067669,0.158701,0.226371,0.864492,0,0.03815,0.033987,0.000333,0.023772,124.887631
"90",311210,0.013455,0.001718,0.00108,3.3e-05,0.000605,0.013103,97.4,0.003244,0.000557,0.004048,0.005515,0.003047,0.003465,0.001091,0.040207,0.001147,0.021766,0.001467,0.00105,0.014777,1.301006,1.301006,0,0,0,0,0.253697,0.171832,0.425531,0.000756,0,0.002272,0.000196,0.000644,0.079721,1.129504
"91",311221,0.01676,0.002166,0.001376,5.9e-05,0.000731,0.015528,92.6,0.028884,0.000557,0.02129,0.008853,0.005318,0.049976,0.023586,0.464748,0.259953,0.131051,0.004297,0.021484,0.047964,29.97174,29.97174,0,0,0,0,0.286745,2.738802,3.025549,0.322075,0,0.000888,0.594487,0.015968,4.296493,16.403632
"92",311225,0.017041,0.002263,0.001054,2.3e-05,0.001187,0.013529,79.4,0.046394,0.000726,0.039181,0.020656,0.010411,0.084141,0.06256,0.045914,0.001759,0.033634,0.002111,0.001337,0.007073,1.997989,1.997989,0,0,0,0,6.404076,14.880099,21.284209,1.297098,0,0.01329,1.017348,0.027516,6.568164,3.254797
"93",311230,3e-05,1.5e-05,3e-06,0,1.2e-05,2e-05,66.7,3e-06,1e-06,4e-06,6e-06,5e-06,3e-06,1e-06,5.4e-05,2e-06,3.3e-05,3e-06,2e-06,1.4e-05,0.002002,0.002002,0,0,0,0,1e-05,1e-06,1e-05,0,0,0,0,0,8.6e-05,0.002641
"94",311313,0.004782,0.000736,0.000625,3.5e-05,7.6e-05,0.004644,97.1,0.028588,0.003614,0.034688,0.024725,0.008869,0.070456,0.001058,0.108776,0.041671,0.024597,0.004211,0.035128,0.003168,5.232239,5.232239,0,0,0,0,0.63008,2.952033,3.582113,0.18497,0,0.166863,0.001315,0,0.005136,0.312883
"95",311320,2.3e-05,4e-06,3e-06,0,1e-06,5e-06,21.7,5e-06,1e-06,2e-06,3e-06,3e-06,1e-06,1e-06,2.7e-05,1e-06,1.3e-05,1e-06,2e-06,1e-05,0.000792,0.000792,0,0,0,0,0,2e-06,2e-06,0,0,0,0,0,5e-06,0.007939
"96",311330,9e-06,3e-06,1e-06,0,2e-06,0,0,1e-06,0,1e-06,1e-06,1e-06,1e-06,1e-06,1.1e-05,0,6e-06,1e-06,1e-06,4e-06,0.000385,0.000385,0,0,0,0,0,2e-06,2e-06,0,0,0,0,0,0.00013,0.000701
"97",311340,0.000323,9.4e-05,5.6e-05,1e-06,3.7e-05,0.000262,81.1,5.9e-05,9e-06,3.9e-05,5.1e-05,4.2e-05,2.9e-05,1.7e-05,0.000506,1.7e-05,0.000321,2.1e-05,2.5e-05,0.000122,0.019116,0.019116,0,0,0,0,0,0,0,0,0,0,0,0,0.004316,0.034336
"98",311410,0.000339,8e-05,5.3e-05,1e-06,2.6e-05,0.000227,67,0.000155,1.4e-05,6.9e-05,6.3e-05,5e-05,5.5e-05,0.000151,0.000812,2.6e-05,0.000485,3e-05,2.6e-05,0.000246,0.028792,0.028792,0,0,0,0,0.004159,0.009369,0.013527,0.053876,0.000169,0.049482,0,0,0.004344,0.08061
"99",311420,0.001504,0.000391,0.000188,2e-06,0.000201,0.001075,71.5,0.000532,4.7e-05,0.000334,0.00027,0.000209,0.000429,0.000131,0.003807,0.00015,0.002819,0.000184,0.000118,0.000536,0.168198,0.168198,0,0,0,0,0.000473,0.004433,0.004906,0.000677,0,0.002685,0.001096,0,0.00666,12.91887
"100",311513,0.000268,2.7e-05,2.1e-05,0,6e-06,8.6e-05,32.1,4.5e-05,8e-06,3.3e-05,4.3e-05,3.5e-05,3.1e-05,8e-06,0.000444,1.6e-05,0.000293,1.9e-05,2.1e-05,9.7e-05,0.017452,0.017452,0,0,0,0,0.001946,5e-06,0.001951,0.008154,0,0.018691,0.013321,0,0.064899,2.350627
"101",311514,0.000951,0.000166,8.2e-05,2e-06,8.2e-05,0.000813,85.5,0.000271,2.9e-05,0.000202,0.000212,0.000152,0.000152,4.3e-05,0.002206,8.3e-05,0.001545,9.9e-05,7.4e-05,0.000405,0.092085,0.092085,0,0,0,0,0.004024,0.007674,0.011697,0.009726,0,0.012897,0.006926,0,0.104813,0.17025
"102",311520,4.7e-05,1.1e-05,5e-06,0,6e-06,5e-06,10.6,1e-05,2e-06,3e-06,6e-06,6e-06,1e-06,1e-06,4.6e-05,1e-06,1.5e-05,1e-06,4e-06,2.6e-05,0.000926,0.000926,0,0,0,0,0.000465,4e-06,0.000469,1e-06,0,0,0,0,0.000759,0.009131
"103",311615,0.00171,0.000313,0.000302,3e-06,9e-06,0.000213,12.5,0.000227,7.4e-05,0.000146,0.000252,0.000214,0.000185,3.9e-05,0.002719,7.3e-05,0.001387,9.8e-05,0.000131,0.00103,0.083247,0.083247,0,0,0,0,0.028028,0.00031,0.028338,0.473531,0,0.017554,0.000414,0,0.032432,23.285906
"104",311700,0.008935,0.001473,0.001443,2.7e-05,3e-06,0.008477,94.9,0.0015,0.000316,0.003107,0.00151,0.001209,0.001669,0.000295,0.021876,0.000838,0.015538,0.001103,0.000701,0.003696,0.934437,0.934437,0,0,0,0,0.04353,0.001012,0.044542,0.088846,0,0,0.000682,0,0,2.117396
"105",311810,6.7e-05,2.3e-05,2.2e-05,1e-06,1e-06,4e-06,5.97,1.1e-05,2e-06,8e-06,1e-05,9e-06,8e-06,4.6e-05,0.000137,5e-06,9.5e-05,7e-06,5e-06,2.5e-05,0.005684,0.005684,0,0,0,0,6e-05,1.3e-05,7.3e-05,0,0,0,1e-06,0,7.3e-05,0.041821
"106",311820,0.000122,3.5e-05,1.8e-05,0,1.6e-05,8.9e-05,73,2.4e-05,7e-06,1.3e-05,1.9e-05,1.6e-05,9e-06,1.1e-05,0.000167,5e-06,9.9e-05,7e-06,9e-06,4.6e-05,0.006015,0.006015,0,0,0,0,0.000815,0.003666,0.004481,0,0,9e-06,1e-06,3e-06,0.000348,0.011097
"107",311830,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,2e-06,0,0,1e-06,0.000148,0.000148,0,0,0,0,5.1e-05,7e-06,5.7e-05,0,0,1e-06,0,0,2.8e-05,0.000224
"108",311910,0.000152,5.2e-05,1.8e-05,0,3.4e-05,9.8e-05,64.5,4.7e-05,5e-06,2.6e-05,2.8e-05,2.2e-05,2.1e-05,6e-06,0.00029,1.1e-05,0.000207,1.3e-05,1.2e-05,4.8e-05,0.012306,0.012306,0,0,0,0,0.000515,6.7e-05,0.000582,0.000802,0,0.000264,1e-06,2e-06,0.001045,0.027746
"109",311920,4.4e-05,9e-06,5e-06,0,4e-06,5e-06,11.4,1.4e-05,2e-06,1e-05,1.2e-05,8e-06,4e-06,3e-06,5.6e-05,2e-06,3.7e-05,3e-06,3e-06,1.1e-05,0.002225,0.002225,0,0,0,0,0.000404,0.000137,0.00054,7.4e-05,0,6e-06,1e-06,2e-06,0.00054,0.005874
"110",311930,0.000317,0.000215,1.1e-05,0,0.000204,3e-06,0.946,2.2e-05,8e-06,8e-06,4.2e-05,3.9e-05,8e-06,1.2e-05,0.000135,5e-06,7.9e-05,5e-06,2.4e-05,2.3e-05,0.004735,0.004735,0,0,0,0,0.001871,0.001195,0.003066,0,0,0,0,0,0.001944,0.027394
"111",311940,0.001838,0.000342,0.00025,7e-06,8.6e-05,0.001259,68.5,0.00038,0.000139,0.000189,0.00029,0.000248,0.000126,0.000199,0.001638,4.6e-05,0.000892,7.7e-05,0.00014,0.000483,0.054445,0.054445,0,0,0,0,0.097286,0.015977,0.113263,3.4e-05,0,0.001338,0.000117,0.000403,0.056572,0.756581
"112",311990,0.000476,0.000125,8.3e-05,1e-06,4.2e-05,0.000286,60.1,0.000121,2.4e-05,7.1e-05,7.9e-05,6.4e-05,6.2e-05,3.2e-05,0.000961,3.3e-05,0.000609,4.5e-05,3.7e-05,0.000238,0.036709,0.036709,0,0,0,0,0.01141,0.002107,0.013517,0.014115,0,0.000659,2.4e-05,4.1e-05,0.007441,0.105702
"113",312110,9.3e-05,1.2e-05,1e-05,0,2e-06,0,0,1.4e-05,0,8e-06,3e-06,1e-06,1.1e-05,1e-06,1e-04,8e-06,4.5e-05,6e-06,1.2e-05,2.9e-05,0.003331,0.003331,0,0,0,0,8.6e-05,2.2e-05,0.000109,0,0,6e-06,0,0,0.000187,0.016032
"114",312120,0.002448,0.001041,0.000241,0.000451,0.000349,0.002414,98.6,0.000526,2e-05,0.000763,0.000215,7.8e-05,0.001628,0.000373,0.004522,0.000421,0.002571,0.000291,0.000325,0.000914,0.18616,0.18616,0,0,0,0,0.01099,0.039193,0.050183,0.159315,0,0.001026,0.000752,0.004203,0.002984,13.682712
"115",312130,4.6e-05,1.1e-05,6e-06,3e-06,2e-06,2e-06,4.35,1.3e-05,0,8e-06,3e-06,2e-06,8e-06,5.3e-05,3.8e-05,3e-06,1.5e-05,2e-06,6e-06,1.2e-05,0.00114,0.00114,0,0,0,0,9.7e-05,0.00131,0.001407,3e-06,0,0.000259,6.7e-05,0,0.000158,1.584097
"116",312140,0.003117,0.002088,0.000135,0.001663,0.00029,0.002762,88.6,0.000895,2.5e-05,0.000493,0.000195,1e-04,0.000444,0.001901,0.001965,0.000176,0.000975,0.000137,0.000413,0.000264,0.073782,0.073782,0,0,0,0,0.00565,0.093341,0.098991,0.000235,0,0,0.004806,0,0.001071,42.921792
"117",313100,0.00041,8.9e-05,8.1e-05,1e-06,7e-06,0,0,6.4e-05,1e-06,5.7e-05,4e-05,1.5e-05,0.000117,4e-05,0.001551,7.9e-05,0.000275,3.3e-05,0.000145,0.001019,0.023113,0.023113,0,0,0,0,0.001035,0.010191,0.011226,1e-06,0,0,0.000267,1.4e-05,0.004315,0.623099
"118",313210,0.000198,6.1e-05,5.1e-05,1e-06,8e-06,0,0,4.4e-05,1e-06,8.6e-05,4.4e-05,1.7e-05,0.000176,3.5e-05,0.000881,8.4e-05,0.000277,2.8e-05,7e-05,0.000421,0.023362,0.023362,0,0,0,0,0.000113,0.00164,0.001753,5e-06,0,0.001311,0.000531,0.000363,0.000339,0.045012
"119",313220,5.7e-05,2.1e-05,1.9e-05,0,2e-06,1.8e-05,31.6,7e-06,0,1.3e-05,1e-05,4e-06,3.4e-05,2e-06,0.000161,2.2e-05,6.4e-05,8e-06,2e-05,4.7e-05,0.005719,0.005719,0,0,0,0,0.000527,0,0.000527,0,0,0,0,0,0,0.010343
"120",313230,0.00051,0.000159,0.000101,2e-06,5.5e-05,1.3e-05,2.55,8.2e-05,8e-06,0.000147,0.000121,4.4e-05,0.000346,6.3e-05,0.002347,0.00024,0.000812,9.5e-05,0.000181,0.00102,0.068762,0.068762,0,0,0,0,0.00057,0.016244,0.016814,2e-06,0,0,0.009808,6.1e-05,0.000214,0.098828
"121",313240,7.7e-05,2e-05,1.8e-05,0,2e-06,0,0,1.8e-05,1e-06,3.2e-05,2.5e-05,9e-06,8.2e-05,2e-06,0.000377,5.6e-05,0.00019,2.1e-05,2.7e-05,8.4e-05,0.01595,0.01595,0,0,0,0,7e-06,1.7e-05,2.4e-05,3.1e-05,0,0,1e-05,2.4e-05,2.6e-05,0.045952
"122",313310,0.000265,8.3e-05,5e-05,1e-06,3.2e-05,4e-05,15.1,0.000122,5e-06,0.000236,0.000141,5.6e-05,0.000561,9.6e-05,0.001462,0.000247,0.000835,8.7e-05,9.4e-05,0.000199,0.069956,0.069956,0,0,0,0,0.002744,0.016568,0.019312,0.000566,0,0.000753,0.000658,0.000835,0.003837,0.076761
"123",313320,0.000226,6.3e-05,5.3e-05,0,9e-06,2.2e-05,9.73,9.5e-05,5e-06,0.00063,0.000102,6.1e-05,0.000178,0.000326,0.000764,0.00012,0.000395,4.4e-05,8e-05,0.000125,0.033592,0.033592,0,0,0,0,0.049075,0.129382,0.178457,3.7e-05,0,0.001324,0.022229,0.000969,0.020679,0.077869
"124",314110,2.3e-05,7e-06,3e-06,0,4e-06,0,0,7e-06,0,8e-06,5e-06,2e-06,1.6e-05,1e-06,6.1e-05,9e-06,3.4e-05,5e-06,1e-06,1.3e-05,0.002842,0.002842,0,0,0,0,5e-06,1.9e-05,2.4e-05,2e-06,0,1e-06,1.7e-05,6e-06,0.000129,0.003033
"125",314120,2.6e-05,1e-05,5e-06,0,5e-06,0,0,4e-06,0,3e-06,2e-06,1e-06,6e-06,0,2.8e-05,4e-06,1.4e-05,2e-06,1e-06,7e-06,0.001222,0.001222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001275
"126",314910,0.000282,0.000118,9.4e-05,1e-06,2.3e-05,5e-05,17.7,4.5e-05,0,2.4e-05,1.3e-05,4e-06,4.1e-05,5e-06,0.000206,2.8e-05,9.6e-05,1.7e-05,1e-05,5.6e-05,0.008499,0.008499,0,0,0,0,0.00024,0.000929,0.001169,0,0,0,3.4e-05,0,0,0.025949
"127",314990,0.000397,0.000135,1e-04,2e-06,3.3e-05,1.5e-05,3.78,1e-06,3e-06,4e-06,1e-06,0,0,6e-06,0.001015,0.000125,0.000391,8e-05,1.4e-05,0.000406,0.03628,0.03628,0,0,0,0,0.001207,0.005119,0.006325,1e-05,0,7e-06,0.004847,3.6e-05,0.001753,0.071846
"128",315100,2.1e-05,8e-06,5e-06,0,3e-06,0,0,1e-06,0,1e-06,0,0,2e-06,0,2.4e-05,0,8e-06,0,1e-06,1.5e-05,0.000418,0.000418,0,0,0,0,4.8e-05,3e-06,5e-05,2e-06,0,0,0,5e-06,7e-05,0.006836
"129",315210,0.000158,8.9e-05,8e-05,4e-06,5e-06,0,0,3e-06,0,5e-06,0,0,1e-06,6e-06,0.000154,0,7.9e-05,5e-06,8e-06,6.2e-05,0.004288,0.004288,0,0,0,0,0.000385,0.00312,0.003505,0,0,0,0.003007,0,0.000187,0.014585
"130",315220,4.8e-05,2.2e-05,8e-06,0,1.3e-05,0,0,2e-06,0,1e-06,0,0,1e-06,0,2.1e-05,0,7e-06,0,3e-06,1.1e-05,0.000388,0.000388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002889
"131",315230,4.6e-05,1.3e-05,5e-06,0,7e-06,4e-06,8.7,1e-06,0,1e-06,0,0,0,0,3.1e-05,0,2e-05,1e-06,2e-06,7e-06,0.001085,0.001085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002047
"132",315290,8e-06,3e-06,2e-06,0,1e-06,0,0,0,0,0,0,0,0,0,4e-06,0,1e-06,0,0,2e-06,5.1e-05,5.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000582
"133",315900,1.3e-05,4e-06,4e-06,0,0,0,0,1e-06,0,1e-06,0,0,0,0,2.8e-05,0,2.3e-05,1e-06,1e-06,2e-06,0.00126,0.00126,0,0,0,0,1.1e-05,0.000304,0.000315,0,0,0,4.4e-05,0,2e-06,0.001433
"134",316100,6.4e-05,1.2e-05,1.1e-05,0,2e-06,0,0,3e-06,1e-06,6e-06,1e-06,1e-06,5e-06,2.5e-05,7.4e-05,0,4.9e-05,0,0,2.5e-05,0.002468,0.002468,0,0,0,0,0.003073,0.00805,0.011123,0.001533,0,9.6e-05,0.011127,0.003614,0.007143,0.144429
"135",316200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,5e-06,0,0,0,0,3e-06,5e-06,8e-06,0,0,0,1e-06,0,1e-06,1.5e-05
"136",316900,0.000103,4.4e-05,2.7e-05,0,1.7e-05,0,0,4e-06,0,1e-05,1e-06,0,8e-06,0,0.000165,0,9e-05,5e-05,0,2.6e-05,0.007991,0.007991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006319
"137",321100,0.002047,0.000462,0.000361,9e-06,9.1e-05,9e-06,0.44,0.002858,2.3e-05,0.000785,0.000906,0.000581,0.00015,0.001643,0.011014,0,0.001054,0.000568,0.007622,0.00177,0.102837,0.102837,0,0,0,0,0.027,0.029426,0.056425,0.000353,0,0.000684,0.069126,0,0.000387,0.610048
"138",321219,8.2e-05,2.8e-05,1.6e-05,0,1.2e-05,0,0,0.000269,3e-06,0.000168,0.000153,8.3e-05,4.9e-05,0.000232,0.00107,8e-06,0.000319,7.6e-05,0.000419,0.000247,0.022668,0.022668,0,0,0,0,0.002446,0.100418,0.102865,1.7e-05,0,0.001662,0.000669,0.000184,0.001678,0.015114
"139",321910,0.000692,0.00021,0.000173,4e-06,3.4e-05,1.1e-05,1.59,0.000349,1e-06,9.1e-05,0.000154,0.000101,1.2e-05,0.000332,0.001171,0,0.000177,1.8e-05,0.000648,0.000328,0.011795,0.011795,0,0,0,0,0.006283,0.012599,0.018882,2e-06,0,9.1e-05,0.000252,4e-06,0,0.097561
"140",321920,0.000378,0.000136,0.000103,3e-06,3e-05,2e-06,0.529,0.000163,1e-06,6.8e-05,0.000146,7.2e-05,2e-05,0.000196,0.001058,0,0.000174,0.000159,0.000553,0.000173,0.033953,0.033953,0,0,0,0,0.003657,0.024359,0.028016,7e-06,0,4.9e-05,0.000217,0,1e-05,0.048574
"141",321991,5e-06,1e-06,1e-06,0,0,0,0,0,0,0,0,0,0,1e-06,6e-06,0,0,0,4e-06,1e-06,4.1e-05,4.1e-05,0,0,0,0,2.2e-05,4e-06,2.6e-05,0,0,0,0,0,0,0.001028
"142",321992,3.9e-05,1.3e-05,1e-05,0,3e-06,0,0,6e-06,0,2e-06,3e-06,2e-06,0,4e-06,4.9e-05,0,7e-06,1e-06,3.7e-05,6e-06,0.000452,0.000452,0,0,0,0,0.000111,0.000216,0.000327,0,0,0,1.5e-05,0,0,0.007003
"143",321999,0.000816,0.000252,0.000217,2e-06,3.2e-05,0.000565,69.2,0.001069,4e-06,3e-04,0.000506,0.000266,2.9e-05,0.000855,0.001806,0,0.000412,3.9e-05,0.000788,0.000567,0.026973,0.026973,0,0,0,0,0.011652,0.071193,0.082845,2.5e-05,0,0.000213,0.000619,1e-06,2.6e-05,0.370457
"144",322110,0.001117,0.000366,0.000214,1e-05,0.000143,0,0,0.003808,0.000127,0.003231,0.001341,0.000668,0.006795,0.000867,0.075515,0.00168,0.008062,0.005375,0.058451,0.001947,0.937363,0.937363,0,0,0,0,0.051969,0.566461,0.618429,0.084054,0,0.063639,0.025267,0.001859,0.230166,9.432453
"145",322120,0.013798,0.00587,0.002405,9.3e-05,0.003373,0.000141,1.02,0.057666,0.001549,0.044294,0.011141,0.007716,0.069394,0.019087,0.349737,0.04719,0.071266,0.023113,0.172708,0.035459,9.657386,9.657386,0,0,0,0,0.773508,10.388694,11.162196,1.647012,0,1.373504,0.550264,0.019794,2.938919,70.346619
"146",322130,0.006677,0.002492,0.001133,4.5e-05,0.001315,0.000244,3.65,0.033603,0.000976,0.020646,0.007149,0.005179,0.026738,0.01175,0.305159,0.02771,0.062765,0.01302,0.180616,0.021047,6.706011,6.706011,0,0,0,0,0.749863,8.697597,9.447413,0.746818,0,1.069613,0.157782,0.01175,0.933377,239.954432
"147",322210,0.017698,0.004676,0.003821,9.2e-05,0.000763,0.012268,69.3,0.006255,5.8e-05,0.002272,0.000811,0.000415,0.002361,0.020109,0.029517,0.000693,0.016222,0.001858,0.002301,0.008443,0.993916,0.993916,0,0,0,0,0.043134,0.047163,0.090296,0.001517,0,8e-06,0.02818,0.001448,0.000412,1.610368
"148",322230,0.000571,0.000177,0.000128,2e-06,4.7e-05,0.000426,74.6,0.000139,0,4.2e-05,5e-06,3e-06,2.3e-05,0.000575,0.00047,6e-06,0.000135,5e-06,7.4e-05,0.00025,0.007608,0.007608,0,0,0,0,0.000161,0.000256,0.000417,0,0,7e-06,0.000167,0,0,0.036016
"149",322291,0.001525,0.000868,0.000177,3e-06,0.000688,0.000222,14.6,0.000468,5e-06,0.000363,0.000106,5.8e-05,0.000482,0.00163,0.00261,5.6e-05,0.001314,2.9e-05,0.000198,0.001013,0.072855,0.072855,0,0,0,0,0,0.003455,0.003455,0,0,0,0.001069,1.3e-05,0,0.079925
"150",322299,0.004179,0.001474,0.000928,8e-06,0.000537,0.003737,89.4,0.001989,1.2e-05,0.000686,0.00017,8.2e-05,0.00069,0.004357,0.008555,0.000211,0.005006,0.000117,0.000543,0.002678,0.277789,0.277789,0,0,0,0,0.006904,0.010929,0.017834,0,0,5.1e-05,0.007139,0,0,1.413732
"151",323110,0.006417,0.002916,0.002075,3e-05,0.000811,0.001929,30.1,0.00033,5e-06,0.000154,5.7e-05,4e-05,1.4e-05,0.008515,0.00655,0,0.003241,7.3e-05,6.9e-05,0.003168,0.167323,0.167323,0,0,0,0,0.279793,0.257642,0.537435,8e-06,0,1.1e-05,0.008654,6.1e-05,0.005988,0.91532
"152",323120,0.00037,0.000224,0.000173,3e-06,4.8e-05,1e-06,0.27,4.8e-05,0,1.3e-05,1e-06,0,0,2.2e-05,0.000237,0,0.000109,0,4e-06,0.000124,0.005474,0.005474,0,0,0,0,0.000693,0.001019,0.001712,0,0,7.8e-05,0.001044,9e-06,0.038898,0.041691
"153",324110,0.022729,0.001816,0.00065,7.2e-05,0.001094,0.000638,2.81,0.015947,0.000676,0.021424,0.003174,0.002541,0.037231,0.015567,0.389775,0.000127,0.104085,0.252542,0.019144,0.013877,23.267677,23.195626,0,0.072095,0,0,1.047591,1.684621,2.732208,0.97709,0.205243,0.02665,0.169307,0.004185,0.22519,15.262296
